signal_id,날짜,종목/티커,테마,신호유형,특이값 요약,upside_score,티어,단계 추정,용어 풀이,출처,출처URL,published_at
SIG-0382,2026-07-21,ESI,원자력 르네상스,수주/백로그,"무슨 일: Element Solutions Inc (ESI)가 $20억 이상의 고품질 수주잔고를 확보했으며, 2030년까지 생산능력 대부분이 계약되어 있어 원자력 르네상스에 대응하기 위한 상당한 생산능력 증설이 필요한 상황이다. ｜ 왜 중요: ESI가 원자력 산업의 구조적 성장에 따른 수요 증가에 직접적으로 노출되어 있으며, 대규모 수주잔고와 생산능력 확장은 향후 실적 성장의 강력한 기반이 될 수 있기 때문에 저평가된 소형주로서 투자 매력이 높다. ｜ 볼 것: 향후 생산능력 증설 계획 및 투자 규모 구체화; 원자력 관련 신규 수주 및 계약 현황",9,B,초기,"수주잔고 (Order Backlog): 고객으로부터 주문을 받았지만 아직 인도하지 않은 제품이나 서비스의 총 가치.
원자력 르네상스 (Nuclear Renaissance): 기후 변화 대응 및 에너지 안보 강화를 위해 원자력 발전의 중요성이 재조명되고 투자가 확대되는 현상.",SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1590714/000110465926084905/,2026-07-20
SIG-0383,2026-07-21,Solstice Advanced Materials Inc.,"핵 에너지, 첨단 소재",수주/백로그,"무슨 일: Solstice Advanced Materials Inc. (SOLS)가 2030년까지 생산 능력 대부분이 계약된 20억 달러 이상의 수주 잔고를 확보했으며, 핵 에너지 르네상스에 대응하기 위한 추가 생산 능력 확장을 진행 중이라고 밝혔다. ｜ 왜 중요: 핵 에너지 르네상스에 대한 구조적 수요 증가로 Solstice Advanced Materials Inc.가 핵심 공급업체로서 장기적인 성장 동력을 확보하고 있으며, 이는 향후 실적에 긍정적인 영향을 미칠 수 있다. ｜ 볼 것: 향후 수주 잔고 증가 추이 및 신규 CAPEX 발표, 생산 능력 확장 계획의 구체적인 진행 상황 및 가동률.",9,B,초기,"수주 잔고 (Order Backlog): 고객으로부터 주문을 받았지만 아직 인도하지 않은 물량 또는 금액.
CAPEX (Capital Expenditure): 기업이 미래의 이윤을 창출하기 위해 토지, 건물, 기계 등 고정 자산을 구매하거나 개선하는 데 지출하는 비용.",SEC EDGAR,https://www.sec.gov/Archives/edgar/data/2064953/000121390026079407/,2026-07-20
SIG-0384,2026-07-21,CCK,음료 캔 시장 성장,가이던스상향,"무슨 일: Crown Holdings (CCK)가 2분기 실적 발표에서 연간 조정 EPS 가이던스를 상향 조정하고, 브라질, 그리스, 스페인 및 인도에 생산 능력 증설 프로젝트를 계획대로 진행 중이라고 밝혔다. ｜ 왜 중요: 가이던스 상향은 회사의 실적 전망이 개선되고 있음을 나타내며, 특히 신흥 시장에서의 생산 능력 증설은 구조적인 수요 증가에 대응하여 미래 성장 동력을 확보하고 있음을 시사한다. 이는 시장이 아직 충분히 반영하지 못한 성장 잠재력을 가질 수 있다. ｜ 볼 것: 향후 분기별 음료 캔 판매량 및 지역별 성장률 (특히 아시아 및 인도 시장), CAPEX 프로젝트의 진행 상황 및 신규 시설 가동률",6,B,초기후반,"EPS (Earnings Per Share): 주당순이익. 기업이 일정 기간 벌어들인 순이익을 발행 주식수로 나눈 값으로, 주식 1주당 얼마의 이익을 냈는지를 나타내는 지표.
CAPEX (Capital Expenditure): 자본적 지출. 기업이 미래의 이윤을 창출하기 위해 토지, 건물, 기계 등 고정 자산을 취득하거나 기존 자산을 개량하는 데 지출하는 비용.",SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1219601/000162828026048820/,2026-07-20
SIG-0385,2026-07-21,UBER,미분류,수주/백로그,"수주/백로그 신호: Uber Technologies, Inc (UBER) (CIK 0001543151) EX-10.1 2026-07-16. THE COMMITMENTS AND BORROWINGS 25 2.01 Loans 25 2.02 Borrowings, Conversions and Continuations of Loans 26 2.0...",1,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1543151/000155278126000382/,2026-07-16
SIG-0386,2026-07-21,Bain Capital Private Credit,미분류,수주/백로그,수주/백로그 신호: Bain Capital Private Credit (CIK 0001899017) EX-10.1 2026-07-17. (d) In connection with the increase of the Commitments of certain Lenders on the Fourth Amendment Effective Date...,2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1899017/000119312526307794/,2026-07-17
SIG-0387,2026-07-21,MGY,전력 인프라,수주/백로그,수주/백로그 신호: Magnolia Oil & Gas Corp (MGY) (CIK 0001698990) EX-10.1 2026-07-20. 73 Section 2.11 Compensation 74 Section 2.12 Change of Lending Office 75 Section 2.13 Notice of Certain Costs...,4,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1698990/000110465926084859/,2026-07-20
SIG-0388,2026-07-21,ANIK,미분류,수주/백로그,"수주/백로그 신호: Anika Therapeutics, Inc. (ANIK) (CIK 0000898437) EX-10.1 2026-07-14. Each of the following exhibits to the Existing Credit Agreement is hereby deleted in its entirety and replac...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/898437/000117184326004635/,2026-07-14
SIG-0389,2026-07-21,WORLD OMNI AUTO RECEIVABLES LLC,미분류,수주/백로그,"수주/백로그 신호: WORLD OMNI AUTO RECEIVABLES LLC (CIK 0001083199), World Omni Select Auto Trust 2026-A (CIK 0002140699) EX-99.3 2026-07-20. Retail Agreed Upon Procedures Representation (xxii) Pr...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1083199/000110465926085037/,2026-07-20
SIG-0390,2026-07-21,ESRT,미분류,수주/백로그,"수주/백로그 신호: Empire State Realty Trust, Inc. (ESRT) (CIK 0001541401), Empire State Realty OP, L.P. (CIK 0001553079) EX-10.1 2026-07-17. THE COMMITMENTS AND CREDIT EXTENSIONS 41 43 2.01 Term...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1541401/000154140126000028/,2026-07-17
SIG-0391,2026-07-21,DUOT,미분류,수주/백로그,"수주/백로그 신호: DUOS TECHNOLOGIES GROUP, INC. (DUOT) (CIK 0001396536) EX-10.1 2026-07-20. Borrower may pay all or any portion of the Maximum Earnout Amount, whether or not then earned, at any t...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1396536/000107997326000961/,2026-07-20
SIG-0392,2026-07-21,AFS SENSUB CORP.,미분류,수주/백로그,"수주/백로그 신호: AFS SENSUB CORP. (CIK 0001347185), GM Financial Consumer Automobile Receivables Trust 2026-3 (CIK 0002138743) EX-10.6 2026-07-17. Prepayment disclosure ii. Prepayment . Each Rec...",1,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1347185/000119312526307806/,2026-07-17
SIG-0393,2026-07-21,CALX,미분류,신규고객,"신규고객 신호: CALIX, INC (CALX) (CIK 0001406666) EX-99.2 2026-07-20. • Adding new customers: We continue to help legacy operators and operators in new customer segments and geographies become...",2,관망,관찰,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1406666/000140666626000028/,2026-07-20
SIG-0394,2026-07-21,HBCP,미분류,수주/백로그,"수주/백로그 신호: HOME BANCORP, INC. (HBCP) (CIK 0001436425) EX-99.2 2026-07-20. Actual cash flow may differ from contractual maturities because borrowers may have the right to call or prepay obl...",4,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1436425/000162828026048827/,2026-07-20
SIG-0395,2026-07-21,FUNC,미분류,수주/백로그,"수주/백로그 신호: FIRST UNITED CORP/MD/ (FUNC) (CIK 0000763907) EX-99.2 2026-07-20. ▪ Assumptions regarding offering rates, loan and investment prepayment speeds, beta and decay rates are reviewe...",3,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/763907/000110465926085078/,2026-07-20
SIG-0396,2026-07-22,NOC,방위산업,수주/백로그,"무슨 일: Northrop Grumman이 제품에 대한 견고한 글로벌 수요에 힘입어 사상 최고 수준의 수주잔고를 달성했습니다. ｜ 왜 중요: 사상 최고 수주잔고는 향후 매출 성장을 견인할 강력한 지표이며, 특히 글로벌 방위 수요 증가라는 구조적 트렌드 속에서 회사의 시장 지위를 강화합니다. ｜ 볼 것: 향후 분기별 수주잔고 추이, 신규 수주 계약 규모 및 내용",4,관망,초기후반,수주잔고 (Backlog): 고객으로부터 주문을 받았지만 아직 인도하지 않아 매출로 인식되지 않은 계약 금액.,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1133421/000113342126000033/,2026-07-21
SIG-0397,2026-07-22,ANNALY CAPITAL MANAGEMENT INC,모기지 리츠,수주/백로그,"무슨 일: Annaly Capital Management (NLY)의 EX-99.1 공시에서 2026년 비대행사 발행량이 사상 최고치를 기록할 것으로 예상되며, MSR 포트폴리오의 견조한 실적과 기록적인 유동 채널 매입이 확인되었습니다. ｜ 왜 중요: 모기지 리츠인 NLY는 MSR 포트폴리오의 안정적인 수익성과 비대행사 모기지 시장의 구조적 성장에 힘입어 이익 레버리지를 확보하고 저평가된 가치를 재평가받을 기회를 가질 수 있습니다. ｜ 볼 것: 향후 분기별 MSR 포트폴리오의 수익성 및 성장률, 비대행사 모기지 발행 시장의 실제 성장 추이",6,B,초기후반,MBS (Mortgage-Backed Securities): 주택 저당 채권을 기초로 발행되는 증권. MSR (Mortgage Servicing Rights): 모기지 대출의 원리금 수취 및 관리 권리.,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1043219/000104321926000054/,2026-07-21
SIG-0398,2026-07-22,TXNM,미분류,수주/백로그,"수주/백로그 신호: TXNM ENERGY INC (TXNM) (CIK 0001108426), PUBLIC SERVICE CO OF NEW MEXICO (CIK 0000081023) EX-10.3 2026-07-20. 33 SECTION 3 GENERAL PROVISIONS APPLICABLE TO LOANS 33 3.1 Interest...",1,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1108426/000110842626000042/,2026-07-20
SIG-0399,2026-07-22,HASI,미분류,수주/백로그,"수주/백로그 신호: HA Sustainable Infrastructure Capital, Inc. (HASI) (CIK 0001561894) EX-1.1 2026-07-20. Prepayment of Loans 69 Section 2.12. Government Securities Business Day,” the definition o...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1561894/000110465926084887/,2026-07-20
SIG-0400,2026-07-22,MRAI,미분류,수주/백로그,"수주/백로그 신호: Marpai, Inc. (MRAI) (CIK 0001844392) EX-10.1 2026-07-20. In the event of a partial prepayment of any Unpaid Purchase Price, Exhibit 2 shall be updated by the Debt Seller to refl...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1844392/000121390026079599/,2026-07-20
SIG-0401,2026-07-22,T Series BDC LLC,미분류,수주/백로그,수주/백로그 신호: T Series BDC LLC (CIK 0001885968) EX-10.1 2026-07-20. Principal and Interest Payments; Prepayments; Commitment Fee 67 SECTION 4.04. Entire Agreement 117 Schedules Schedule 1 Tra...,1,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1885968/000119312526309005/,2026-07-20
SIG-0402,2026-07-22,TXNM,미분류,수주/백로그,"수주/백로그 신호: TXNM ENERGY INC (TXNM) (CIK 0001108426), PUBLIC SERVICE CO OF NEW MEXICO (CIK 0000081023) EX-10.1 2026-07-21. 24 SECTION 3 GENERAL PROVISIONS APPLICABLE TO LOANS 25 3.1 Interest...",1,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1108426/000110842626000044/,2026-07-21
SIG-0403,2026-07-22,ALBT,미분류,신규고객,신규고객 신호: Change Agents Corporation. (ALBT) (CIK 0001630212) EX-99.1 2026-07-21. As consumers increasingly rely on AI assistants for recommendations rather than using traditional search e...,2,관망,관찰,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1630212/000121390026079830/,2026-07-21
SIG-0404,2026-07-22,TOYOTA AUTO FINANCE RECEIVABLES LLC,미분류,수주/백로그,"수주/백로그 신호: TOYOTA AUTO FINANCE RECEIVABLES LLC (CIK 0001131131), Toyota Auto Receivables 2026-C Owner Trust (CIK 0002099541) EX-4.7 2026-07-21. Prepayment. Each Receivable allows for prepa...",1,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1131131/000092963826002653/,2026-07-21
SIG-0405,2026-07-22,DMC,미분류,수주/백로그,수주/백로그 신호: DEL MONTE CORP (DMC) (CIK 0001047340) EX-10.30A 2026-07-21. The Administrative Agent shall endeavor to remit all payments from an EU Borrower for which an EU Lender has been app...,2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1047340/000104734026000033/,2026-07-21
SIG-0406,2026-07-22,GAP,미분류,수주/백로그,수주/백로그 신호: GAP INC (GAP) (CIK 0000039911) EX-10.1 2026-07-21. 97 SECTION 2.05 Fees 108 SECTION 2.06 Reduction and Increase of the Revolving Credit Commitments; Additional Issuing Banks 108...,1,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/39911/000162828026048865/,2026-07-21
SIG-0407,2026-07-22,SFST,미분류,수주/백로그,"수주/백로그 신호: SOUTHERN FIRST BANCSHARES INC (SFST) (CIK 0001090009) EX-99.1 2026-07-21. The following factors, among others, could cause actual results to differ materially from the anticipat...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1090009/000120677426000359/,2026-07-21
SIG-0408,2026-07-23,"FVCBankcorp, Inc.",은행/금융,공시(8-K),"무슨 일: FVCBankcorp은 2026년 2분기에 예상치 못한 상업용 부동산 대출 2건의 조기 상환으로 인해 4,870만 달러의 대출금이 감소하고 100만 달러의 대출 수수료 수익을 인식했습니다. ｜ 왜 중요: 예상치 못한 대출 상환은 단기적으로 순이자이익에 긍정적 영향을 주었으나, 장기적으로는 대출 포트폴리오 감소와 이자 수익 잠재력 하락으로 이어질 수 있어 은행의 성장 동력에 대한 추가 분석이 필요합니다. ｜ 볼 것: 향후 분기별 대출 성장률 및 순이자마진(NIM) 변화, 신규 대출 유치 현황.",4,관망,관찰,"순이자이익(Net Interest Income, NIM): 은행의 핵심 수익 지표로, 대출 이자 수익에서 예금 이자 비용을 뺀 금액.
상업용 부동산(Commercial Real Estate, CRE): 상업적 목적으로 사용되는 부동산.",SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1675644/000167564426000077/,2026-07-21
SIG-0409,2026-07-23,COCO,음료/식품 (코코넛 제품),CAPEX,"무슨 일: Vita Coco Company (COCO)가 Copra를 인수하며 EBITDA 마진 개선, 생산 능력 확장 및 향후 3~5년 내 순매출 두 배 성장을 위한 투자를 계획하고 있습니다. ｜ 왜 중요: 이번 인수는 Vita Coco의 제품 포트폴리오와 공급망을 강화하여 시장 점유율 확대 및 향후 매출 성장을 가속화할 수 있는 구조적 기회를 제공하며, 이는 기업 가치 재평가로 이어질 수 있습니다. ｜ 볼 것: 향후 분기별 실적 발표에서 EBITDA 마진 개선 및 순매출 성장률, 그리고 생산 능력 증설 및 신제품 출시 계획을 확인해야 합니다.",7,B,초기후반,EBITDA 마진 개선: 인수 후 영업이익률이 증가하여 기업 가치에 긍정적인 영향을 미치는 것. Nam Hom 코코넛: 태국에서 주로 재배되는 향이 좋고 품질이 우수한 코코넛 품종.,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1482981/000148298126000167/,2026-07-22
SIG-0410,2026-07-23,DVLT,"AI, M&A",공시(8-K),"무슨 일: Datavault AI Inc. (DVLT)가 NYIAX, INC.와의 합병 완료에 필요한 자금을 조달하기 위해 브릿지론 계약을 체결했습니다. ｜ 왜 중요: 이 브릿지론은 DVLT가 NYIAX, INC.와의 합병을 성공적으로 마무리하는 데 필요한 자금을 확보했음을 보여주며, 이는 AI 데이터 관리 역량 강화 및 시장 확대를 위한 중요한 전략적 움직임입니다. ｜ 볼 것: 합병 완료 공시 및 합병 후 통합 시너지 효과에 대한 회사 코멘트",6,B,초기,"브릿지론: 단기적으로 자금을 조달하기 위해 사용되는 대출로, 주로 장기 자금 조달이 이루어지기 전까지의 공백을 메우는 역할을 합니다. 합병: 두 개 이상의 회사가 하나로 합쳐져 새로운 하나의 회사가 되거나, 한 회사가 다른 회사를 흡수하는 기업 결합 방식입니다.",SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1682149/000110465926085856/,2026-07-22
SIG-0411,2026-07-23,KIDZ AI Inc.,AI 인프라,수주/백로그,"무슨 일: KIDZ AI Inc.의 자회사인 Catalyst Compute LLC가 Canopy Wave, Inc.와 60개월(5년)간 GPU 처리 서비스 제공 계약을 체결했습니다. ｜ 왜 중요: AI 인프라 수요 증가 속에서 장기 계약을 통해 안정적인 매출 기반을 확보하며 성장 잠재력을 보여줍니다. ｜ 볼 것: 향후 추가적인 GPU 서비스 계약 체결 여부, 계약 규모 및 수익성 관련 공시",11,A,초기,"GPU 처리 서비스: 그래픽 처리 장치(GPU)를 활용하여 복잡한 계산을 수행하는 서비스로, 주로 인공지능 학습 및 데이터 분석에 사용됩니다. EX-10.1: 미국 증권거래위원회(SEC)에 제출하는 서류 중 하나로, 중요한 계약서나 합의서를 첨부할 때 사용됩니다.",SEC EDGAR,https://www.sec.gov/Archives/edgar/data/2022308/000147793226004422/,2026-07-21
SIG-0412,2026-07-23,AGNC,모기지 리츠,기타,"무슨 일: AGNC Investment Corp.가 2026년 2분기 실적 발표에서 주당 유형 순장부가치(TNBV)가 전 분기 대비 2.4% 증가했으며, 예상 고정 조기상환율(CPR)이 10.3%에서 8.6%로 감소했다고 발표했습니다. ｜ 왜 중요: 유형 순장부가치 증가는 회사의 자산 가치 개선을 의미하며, 예상 CPR 감소는 모기지 자산의 조기 상환 위험이 줄어들어 향후 순이자수익 안정성 및 수익성 개선에 긍정적인 영향을 미칠 수 있습니다. ｜ 볼 것: 향후 분기별 유형 순장부가치(TNBV) 변화 추이 및 순이자수익(Net Spread Income) 변화, 그리고 금리 환경에 대한 경영진 코멘트를 주시해야 합니다.",5,관망,초기,"TNBV (Tangible Net Book Value): 유형 순장부가치. 회사의 유형 자산에서 부채를 뺀 가치로, 주주가치를 나타내는 지표입니다.
CPR (Constant Prepayment Rate): 고정 조기상환율. 주택담보대출 등 모기지 자산이 만기 전에 상환되는 비율을 연율로 환산한 것으로, 모기지 리츠에게는 낮은 CPR이 유리합니다.",SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1423689/000142368926000124/,2026-07-20
SIG-0413,2026-07-23,EPRT,미분류,수주/백로그,"수주/백로그 신호: ESSENTIAL PROPERTIES REALTY TRUST, INC. (EPRT) (CIK 0001728951) EX-99.1 2026-07-22. Reconciliation of Non-GAAP Financial Measures (unaudited, in thousands) Three months ended Ju...",3,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1728951/000172895126000049/,2026-07-22
SIG-0414,2026-07-23,AGPU,AI 인프라,신규고객,신규고객 신호: Axe Compute Inc. (AGPU) (CIK 0001446159) 8-K 2026-07-22. (the “Company”) issued a press release announcing that the Company has secured more than $1.3 billion in new customer co...,2,관망,관찰,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1446159/000117184326004814/,2026-07-22
SIG-0415,2026-07-23,HBNC,미분류,수주/백로그,"수주/백로그 신호: HORIZON BANCORP INC /IN/ (HBNC) (CIK 0000706129) EX-99.1 2026-07-22. Reports Second Quarter 2026 Results Non-Interest Expense For the Quarter Ended June 30, March 31, December 3...",3,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/706129/000070612926000060/,2026-07-22
SIG-0416,2026-07-23,STAG,미분류,수주/백로그,"수주/백로그 신호: STAG Industrial, Inc. (STAG) (CIK 0001479094) EX-10.1 2026-07-22. BANK NATIONAL ASSOCIATION , as the Joint Lead Arrangers TABLE OF CONTENTS Section Page ARTICLE I Definitions an...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1479094/000110465926085810/,2026-07-22
SIG-0417,2026-07-23,SEC,미분류,수주/백로그,"수주/백로그 신호: Federal Home Loan Bank of Chicago (CIK 0001331451) 8-K 2026-07-22. The Bank cautions that, by their nature, forward-looking statements involve risks and uncertainties, including...",4,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1331451/000133145126000129/,2026-07-22
SIG-0418,2026-07-23,UTZ,미분류,수주/백로그,"수주/백로그 신호: Utz Brands, Inc. (UTZ) (CIK 0001739566) EX-10.7 2026-07-22. All payments and prepayments under this Note (other than PIK Interest) shall be made in the lawful money of the Unite...",1,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1739566/000119312526311373/,2026-07-22
SIG-0419,2026-07-23,SON,미분류,CAPEX,"CAPEX 신호: SONOCO PRODUCTS CO (SON) (CIK 0000091767) EX-99 2026-07-22. In our Consumer segment, projected paper can growth in Europe, Asia, and South America has us exploring additional ca...",4,관망,관찰,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/91767/000009176726000034/,2026-07-22
SIG-0420,2026-07-23,SAFX,미분류,수주/백로그,"수주/백로그 신호: XCF Global, Inc. (SAFX) (CIK 0002019793) EX-10.1 2026-07-22. 2.8 MANDATORY PREPAYMENTS. 2.9 OPTIONAL PREPAYMENT. The BORROWER may prepay the outstanding principal in whole or in...",1,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/2019793/000149315226034267/,2026-07-22
SIG-0421,2026-07-23,ARR,미분류,수주/백로그,"수주/백로그 신호: Armour Residential REIT, Inc. (ARR, ARR-PC) (CIK 0001428205) EX-99.2 2026-07-22. Includes July Prepayment Report. EX-99.2 3 q22026investorpresentati.htm EX-99.2 q22026investorpr...",3,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1428205/000142820526000089/,2026-07-22
SIG-0422,2026-07-23,ARCC,미분류,수주/백로그,"수주/백로그 신호: ARES CAPITAL CORP (ARCC) (CIK 0001287750) EX-10.1 2026-07-22. BANK TRUST COMPANY, NATIONAL ASSOCIATION, as Loan Agent and as Collateral Trustee TABLE OF CONTENTS Article I DEFIN...",3,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1287750/000110465926085912/,2026-07-22
SIG-0423,2026-07-23,FCCO,미분류,수주/백로그,"수주/백로그 신호: FIRST COMMUNITY CORP /SC/ (FCCO) (CIK 0000932781) 8-K 2026-07-22. Such risks, uncertainties and other factors, include, among others, the following: (1) competitive pressures am...",4,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/932781/000155278126000389/,2026-07-22
SIG-0424,2026-07-23,FBP,미분류,수주/백로그,"수주/백로그 신호: FIRST BANCORP /PR/ (FBP) (CIK 0001057706) EX-99.1 2026-07-22. (5) Interest income on loans includes $3.7 million, $4.0 million, and $3.7 million, for the quarters ended June 30,...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1057706/000105770626000020/,2026-07-22
SIG-0425,2026-07-23,CCI,미분류,수주/백로그,"수주/백로그 신호: CROWN CASTLE INC. (CCI) (CIK 0001051470) EX-99.2 2026-07-22. The Tower Revenue Notes, Series 2018-2 are prepayable at par if voluntarily repaid within eighteen months of the ant...",3,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1051470/000105147026000069/,2026-07-22
SIG-0426,2026-07-24,UVSP,금융 서비스,신규고객,"무슨 일: UNIVEST FINANCIAL Corp의 투자 자문 수수료 수입이 신규 고객 유치와 운용 자산(AUM) 증가에 힘입어 전년 동기 대비 10.7% 증가했습니다. ｜ 왜 중요: 신규 고객 유치와 운용 자산 증가는 회사의 핵심 사업 부문 성장을 나타내며, 이는 향후 수익성 개선과 시장 점유율 확대로 이어질 수 있는 긍정적인 신호입니다. ｜ 볼 것: 다음 분기 투자 자문 수수료 수입 성장률, 신규 고객 유치 추이",6,B,초기,"AUM (Assets Under Management): 운용 자산. 고객을 대신하여 투자 회사가 관리하는 총 자산 규모.
Investment advisory commission and fee income: 투자 자문 수수료 수입. 투자 자문 서비스 제공 대가로 받는 수수료.",SEC EDGAR,https://www.sec.gov/Archives/edgar/data/102212/000010221226000033/,2026-07-23
SIG-0427,2026-07-24,COLB,금융 서비스,신규고객,"무슨 일: COLUMBIA BANKING SYSTEM, INC.의 재무 관리 및 카드 기반 수수료가 신규 고객 확보에 힘입어 전년 동기 대비 각각 22%, 19% 증가했습니다. ｜ 왜 중요: 신규 고객 확보를 통한 수수료 매출 증가는 회사의 성장 동력이 강화되고 있음을 보여주며, 이는 향후 수익성 개선으로 이어질 수 있습니다. ｜ 볼 것: 향후 분기별 신규 고객 수 증가 추이, 수수료 기반 매출의 총 매출 기여도 변화",5,관망,초기,"재무 관리 수수료 (Treasury management fees): 기업 고객에게 제공하는 현금 관리, 결제 처리 등의 서비스에 대한 수수료. 카드 기반 수수료 (Card-based fees): 신용카드 및 직불카드 사용과 관련된 수수료.",SEC EDGAR,https://www.sec.gov/Archives/edgar/data/887343/000088734326000165/,2026-07-23
SIG-0428,2026-07-24,OPTT,국방 기술,수주/백로그,"무슨 일: Ocean Power Technologies (OPTT)가 2026 회계연도에 사상 최대 백로그 1,980만 달러(전년 대비 58% 증가)를 달성하고, 해안경비대와의 역사적인 대규모 계약을 통해 국방 기술 제공업체로 전환 중임을 발표했습니다. ｜ 왜 중요: 사상 최대 백로그와 대규모 반복 매출 계약은 OPTT의 미래 매출 가시성을 크게 높이고, 국방 분야로의 성공적인 전환을 통해 장기적인 성장 동력을 확보했음을 시사하여 저평가된 소형주로서의 잠재력이 큽니다. ｜ 볼 것: 백로그의 매출 전환율, 향후 국방 분야 신규 수주 및 계약 규모",9,B,초기후반,"백로그 (Backlog): 기업이 수주했지만 아직 완료하지 못한 계약 물량 또는 주문 잔고로, 미래 매출의 지표가 됩니다. 반복 매출 계약 (Recurring Revenue Contract): 정기적으로 발생하는 매출을 보장하는 계약으로, 기업의 안정적인 수익 흐름을 나타냅니다.",SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1378140/000149315226034425/,2026-07-23
SIG-0429,2026-07-24,DLR,데이터센터,수주/백로그,"무슨 일: Digital Realty Trust가 2분기 백로그가 사상 최고치인 19억 달러를 기록했으며, 견조한 가격 환경과 매력적인 갱신 스프레드를 보였다. ｜ 왜 중요: 사상 최고 백로그는 향후 몇 년간 두 자릿수 성장을 뒷받침할 가시성을 제공하며, 데이터센터 수요 증가와 가격 결정력 강화를 보여주어 회사의 장기적인 실적 안정성과 성장 잠재력을 높인다. ｜ 볼 것: 향후 분기별 백로그 증가 추이, 데이터센터 임대료 갱신 스프레드 변화",9,B,초기후반,백로그: 고객과 계약했지만 아직 매출로 인식되지 않은 수주 잔고. 갱신 스프레드: 기존 계약 갱신 시 임대료 인상률.,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1297996/000110465926086270/,2026-07-23
SIG-0430,2026-07-24,MBLY,ADAS/자율주행,신규고객,"무슨 일: Mobileye가 Stellantis와 고볼륨 클라우드 강화 ADAS 디자인윈을 추가로 확보했습니다. ｜ 왜 중요: 주요 자동차 제조사와의 디자인윈은 Mobileye의 ADAS 기술 채택 확대를 의미하며, 이는 향후 매출 성장으로 이어질 수 있는 조기 지표입니다. ｜ 볼 것: Stellantis의 해당 ADAS 시스템 탑재 차량 출시 시점 및 판매량, Mobileye의 ADAS 부문 매출 성장률.",8,B,초기,"ADAS (Advanced Driver-Assistance Systems): 첨단 운전자 보조 시스템. 차량 안전 및 운전 편의를 돕는 기술.
디자인윈 (Design Win): 특정 부품이나 기술이 고객사의 최종 제품에 채택되어 설계에 반영되는 것. 향후 대량 생산 및 매출 발생의 전조.",SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1910139/000110465926086062/,2026-07-23
